,filepaths,labels
1741,c:\temp\\spiders\train\Spiny-backed Orb-weaver\014.jpg,Spiny-backed Orb-weaver
1742,c:\temp\\spiders\train\Spiny-backed Orb-weaver\015.jpg,Spiny-backed Orb-weaver
1743,c:\temp\\spiders\train\Spiny-backed Orb-weaver\016.jpg,Spiny-backed Orb-weaver
1744,c:\temp\\spiders\train\Spiny-backed Orb-weaver\017.jpg,Spiny-backed Orb-weaver
1745,c:\temp\\spiders\train\Spiny-backed Orb-weaver\018.jpg,Spiny-backed Orb-weaver
1746,c:\temp\\spiders\train\Spiny-backed Orb-weaver\019.jpg,Spiny-backed Orb-weaver
1747,c:\temp\\spiders\train\Spiny-backed Orb-weaver\020.jpg,Spiny-backed Orb-weaver
1748,c:\temp\\spiders\train\Spiny-backed Orb-weaver\021.jpg,Spiny-backed Orb-weaver
1749,c:\temp\\spiders\train\Spiny-backed Orb-weaver\022.jpg,Spiny-backed Orb-weaver
1750,c:\temp\\spiders\train\Spiny-backed Orb-weaver\023.jpg,Spiny-backed Orb-weaver
1751,c:\temp\\spiders\train\Spiny-backed Orb-weaver\024.jpg,Spiny-backed Orb-weaver
1752,c:\temp\\spiders\train\Spiny-backed Orb-weaver\025.jpg,Spiny-backed Orb-weaver
1753,c:\temp\\spiders\train\Spiny-backed Orb-weaver\026.jpg,Spiny-backed Orb-weaver
1754,c:\temp\\spiders\train\Spiny-backed Orb-weaver\027.jpg,Spiny-backed Orb-weaver
1755,c:\temp\\spiders\train\Spiny-backed Orb-weaver\028.jpg,Spiny-backed Orb-weaver
1756,c:\temp\\spiders\train\Spiny-backed Orb-weaver\029.jpg,Spiny-backed Orb-weaver
1757,c:\temp\\spiders\train\Spiny-backed Orb-weaver\030.jpg,Spiny-backed Orb-weaver
1758,c:\temp\\spiders\train\Spiny-backed Orb-weaver\031.jpg,Spiny-backed Orb-weaver
1759,c:\temp\\spiders\train\Spiny-backed Orb-weaver\032.jpg,Spiny-backed Orb-weaver
1760,c:\temp\\spiders\train\Spiny-backed Orb-weaver\033.jpg,Spiny-backed Orb-weaver
1761,c:\temp\\spiders\train\Spiny-backed Orb-weaver\034.jpg,Spiny-backed Orb-weaver
1762,c:\temp\\spiders\train\Spiny-backed Orb-weaver\035.jpg,Spiny-backed Orb-weaver
1763,c:\temp\\spiders\train\Spiny-backed Orb-weaver\036.jpg,Spiny-backed Orb-weaver
1764,c:\temp\\spiders\train\Spiny-backed Orb-weaver\037.jpg,Spiny-backed Orb-weaver
1765,c:\temp\\spiders\train\Spiny-backed Orb-weaver\038.jpg,Spiny-backed Orb-weaver
1766,c:\temp\\spiders\train\Spiny-backed Orb-weaver\039.jpg,Spiny-backed Orb-weaver
1767,c:\temp\\spiders\train\Spiny-backed Orb-weaver\040.jpg,Spiny-backed Orb-weaver
1768,c:\temp\\spiders\train\Spiny-backed Orb-weaver\041.jpg,Spiny-backed Orb-weaver
1769,c:\temp\\spiders\train\Spiny-backed Orb-weaver\042.jpg,Spiny-backed Orb-weaver
1770,c:\temp\\spiders\train\Spiny-backed Orb-weaver\043.jpg,Spiny-backed Orb-weaver
1771,c:\temp\\spiders\train\Spiny-backed Orb-weaver\044.jpg,Spiny-backed Orb-weaver
1772,c:\temp\\spiders\train\Spiny-backed Orb-weaver\045.jpg,Spiny-backed Orb-weaver
1773,c:\temp\\spiders\train\Spiny-backed Orb-weaver\046.jpg,Spiny-backed Orb-weaver
1774,c:\temp\\spiders\train\Spiny-backed Orb-weaver\047.jpg,Spiny-backed Orb-weaver
1775,c:\temp\\spiders\train\Spiny-backed Orb-weaver\048.jpg,Spiny-backed Orb-weaver
1776,c:\temp\\spiders\train\Spiny-backed Orb-weaver\049.jpg,Spiny-backed Orb-weaver
1777,c:\temp\\spiders\train\Spiny-backed Orb-weaver\050.jpg,Spiny-backed Orb-weaver
1778,c:\temp\\spiders\train\Spiny-backed Orb-weaver\051.jpg,Spiny-backed Orb-weaver
1779,c:\temp\\spiders\train\Spiny-backed Orb-weaver\052.jpg,Spiny-backed Orb-weaver
1780,c:\temp\\spiders\train\Spiny-backed Orb-weaver\053.jpg,Spiny-backed Orb-weaver
1781,c:\temp\\spiders\train\Spiny-backed Orb-weaver\054.jpg,Spiny-backed Orb-weaver
1782,c:\temp\\spiders\train\Spiny-backed Orb-weaver\055.jpg,Spiny-backed Orb-weaver
1783,c:\temp\\spiders\train\Spiny-backed Orb-weaver\056.jpg,Spiny-backed Orb-weaver
1784,c:\temp\\spiders\train\Spiny-backed Orb-weaver\057.jpg,Spiny-backed Orb-weaver
1785,c:\temp\\spiders\train\Spiny-backed Orb-weaver\058.jpg,Spiny-backed Orb-weaver
1786,c:\temp\\spiders\train\Spiny-backed Orb-weaver\059.jpg,Spiny-backed Orb-weaver
1787,c:\temp\\spiders\train\Spiny-backed Orb-weaver\060.jpg,Spiny-backed Orb-weaver
1788,c:\temp\\spiders\train\Spiny-backed Orb-weaver\061.jpg,Spiny-backed Orb-weaver
1789,c:\temp\\spiders\train\Spiny-backed Orb-weaver\062.jpg,Spiny-backed Orb-weaver
1790,c:\temp\\spiders\train\Spiny-backed Orb-weaver\063.jpg,Spiny-backed Orb-weaver
1791,c:\temp\\spiders\train\Spiny-backed Orb-weaver\064.jpg,Spiny-backed Orb-weaver
1792,c:\temp\\spiders\train\Spiny-backed Orb-weaver\065.jpg,Spiny-backed Orb-weaver
1793,c:\temp\\spiders\train\Spiny-backed Orb-weaver\066.jpg,Spiny-backed Orb-weaver
1794,c:\temp\\spiders\train\Spiny-backed Orb-weaver\067.jpg,Spiny-backed Orb-weaver
1795,c:\temp\\spiders\train\Spiny-backed Orb-weaver\068.jpg,Spiny-backed Orb-weaver
1796,c:\temp\\spiders\train\Spiny-backed Orb-weaver\069.jpg,Spiny-backed Orb-weaver
1797,c:\temp\\spiders\train\Spiny-backed Orb-weaver\070.jpg,Spiny-backed Orb-weaver
1798,c:\temp\\spiders\train\Spiny-backed Orb-weaver\071.jpg,Spiny-backed Orb-weaver
1799,c:\temp\\spiders\train\Spiny-backed Orb-weaver\072.jpg,Spiny-backed Orb-weaver
1800,c:\temp\\spiders\train\Spiny-backed Orb-weaver\073.jpg,Spiny-backed Orb-weaver
1801,c:\temp\\spiders\train\Spiny-backed Orb-weaver\074.jpg,Spiny-backed Orb-weaver
1802,c:\temp\\spiders\train\Spiny-backed Orb-weaver\075.jpg,Spiny-backed Orb-weaver
1803,c:\temp\\spiders\train\Spiny-backed Orb-weaver\076.jpg,Spiny-backed Orb-weaver
1804,c:\temp\\spiders\train\Spiny-backed Orb-weaver\077.jpg,Spiny-backed Orb-weaver
1805,c:\temp\\spiders\train\Spiny-backed Orb-weaver\078.jpg,Spiny-backed Orb-weaver
1806,c:\temp\\spiders\train\Spiny-backed Orb-weaver\079.jpg,Spiny-backed Orb-weaver
1807,c:\temp\\spiders\train\Spiny-backed Orb-weaver\080.jpg,Spiny-backed Orb-weaver
1808,c:\temp\\spiders\train\Spiny-backed Orb-weaver\081.jpg,Spiny-backed Orb-weaver
1809,c:\temp\\spiders\train\Spiny-backed Orb-weaver\082.jpg,Spiny-backed Orb-weaver
1810,c:\temp\\spiders\train\Spiny-backed Orb-weaver\083.jpg,Spiny-backed Orb-weaver
1811,c:\temp\\spiders\train\Spiny-backed Orb-weaver\084.jpg,Spiny-backed Orb-weaver
1812,c:\temp\\spiders\train\Spiny-backed Orb-weaver\085.jpg,Spiny-backed Orb-weaver
1813,c:\temp\\spiders\train\Spiny-backed Orb-weaver\086.jpg,Spiny-backed Orb-weaver
1814,c:\temp\\spiders\train\Spiny-backed Orb-weaver\087.jpg,Spiny-backed Orb-weaver
1815,c:\temp\\spiders\train\Spiny-backed Orb-weaver\088.jpg,Spiny-backed Orb-weaver
1816,c:\temp\\spiders\train\Spiny-backed Orb-weaver\089.jpg,Spiny-backed Orb-weaver
1817,c:\temp\\spiders\train\Spiny-backed Orb-weaver\090.jpg,Spiny-backed Orb-weaver
1818,c:\temp\\spiders\train\Spiny-backed Orb-weaver\091.jpg,Spiny-backed Orb-weaver
1819,c:\temp\\spiders\train\Spiny-backed Orb-weaver\092.jpg,Spiny-backed Orb-weaver
1820,c:\temp\\spiders\train\Spiny-backed Orb-weaver\093.jpg,Spiny-backed Orb-weaver
1821,c:\temp\\spiders\train\Spiny-backed Orb-weaver\094.jpg,Spiny-backed Orb-weaver
1822,c:\temp\\spiders\train\Spiny-backed Orb-weaver\095.jpg,Spiny-backed Orb-weaver
1823,c:\temp\\spiders\train\Spiny-backed Orb-weaver\096.jpg,Spiny-backed Orb-weaver
1824,c:\temp\\spiders\train\Spiny-backed Orb-weaver\097.jpg,Spiny-backed Orb-weaver
1825,c:\temp\\spiders\train\Spiny-backed Orb-weaver\098.jpg,Spiny-backed Orb-weaver
1826,c:\temp\\spiders\train\Spiny-backed Orb-weaver\099.jpg,Spiny-backed Orb-weaver
1827,c:\temp\\spiders\train\Spiny-backed Orb-weaver\100.jpg,Spiny-backed Orb-weaver
1828,c:\temp\\spiders\train\Spiny-backed Orb-weaver\101.jpg,Spiny-backed Orb-weaver
1829,c:\temp\\spiders\train\Spiny-backed Orb-weaver\102.jpg,Spiny-backed Orb-weaver
1830,c:\temp\\spiders\train\Spiny-backed Orb-weaver\103.jpg,Spiny-backed Orb-weaver
1831,c:\temp\\spiders\train\Spiny-backed Orb-weaver\104.jpg,Spiny-backed Orb-weaver
1832,c:\temp\\spiders\train\Spiny-backed Orb-weaver\105.jpg,Spiny-backed Orb-weaver
1833,c:\temp\\spiders\train\Spiny-backed Orb-weaver\106.jpg,Spiny-backed Orb-weaver
1834,c:\temp\\spiders\train\Spiny-backed Orb-weaver\107.jpg,Spiny-backed Orb-weaver
1835,c:\temp\\spiders\train\Spiny-backed Orb-weaver\108.jpg,Spiny-backed Orb-weaver
1836,c:\temp\\spiders\train\Spiny-backed Orb-weaver\109.jpg,Spiny-backed Orb-weaver
1837,c:\temp\\spiders\train\Spiny-backed Orb-weaver\110.jpg,Spiny-backed Orb-weaver
1838,c:\temp\\spiders\train\Spiny-backed Orb-weaver\111.jpg,Spiny-backed Orb-weaver
1839,c:\temp\\spiders\train\Spiny-backed Orb-weaver\112.jpg,Spiny-backed Orb-weaver
1840,c:\temp\\spiders\train\Spiny-backed Orb-weaver\113.jpg,Spiny-backed Orb-weaver
1841,c:\temp\\spiders\train\Spiny-backed Orb-weaver\114.jpg,Spiny-backed Orb-weaver
1842,c:\temp\\spiders\train\Spiny-backed Orb-weaver\115.jpg,Spiny-backed Orb-weaver
1843,c:\temp\\spiders\train\Spiny-backed Orb-weaver\116.jpg,Spiny-backed Orb-weaver
1844,c:\temp\\spiders\train\Spiny-backed Orb-weaver\117.jpg,Spiny-backed Orb-weaver
1845,c:\temp\\spiders\train\Spiny-backed Orb-weaver\118.jpg,Spiny-backed Orb-weaver
1846,c:\temp\\spiders\train\Spiny-backed Orb-weaver\119.jpg,Spiny-backed Orb-weaver
1847,c:\temp\\spiders\train\Spiny-backed Orb-weaver\120.jpg,Spiny-backed Orb-weaver
1848,c:\temp\\spiders\train\Spiny-backed Orb-weaver\121.jpg,Spiny-backed Orb-weaver
1849,c:\temp\\spiders\train\Spiny-backed Orb-weaver\122.jpg,Spiny-backed Orb-weaver
1850,c:\temp\\spiders\train\Spiny-backed Orb-weaver\123.jpg,Spiny-backed Orb-weaver
1851,c:\temp\\spiders\train\Spiny-backed Orb-weaver\124.jpg,Spiny-backed Orb-weaver
1852,c:\temp\\spiders\train\Spiny-backed Orb-weaver\125.jpg,Spiny-backed Orb-weaver
1853,c:\temp\\spiders\train\Spiny-backed Orb-weaver\126.jpg,Spiny-backed Orb-weaver
1854,c:\temp\\spiders\train\Spiny-backed Orb-weaver\127.jpg,Spiny-backed Orb-weaver
1855,c:\temp\\spiders\train\Spiny-backed Orb-weaver\128.jpg,Spiny-backed Orb-weaver
1856,c:\temp\\spiders\train\Spiny-backed Orb-weaver\129.jpg,Spiny-backed Orb-weaver
1857,c:\temp\\spiders\train\Spiny-backed Orb-weaver\130.jpg,Spiny-backed Orb-weaver
1858,c:\temp\\spiders\train\Spiny-backed Orb-weaver\131.jpg,Spiny-backed Orb-weaver
1859,c:\temp\\spiders\train\Spiny-backed Orb-weaver\132.jpg,Spiny-backed Orb-weaver
1860,c:\temp\\spiders\train\Spiny-backed Orb-weaver\133.jpg,Spiny-backed Orb-weaver
1861,c:\temp\\spiders\train\Spiny-backed Orb-weaver\134.jpg,Spiny-backed Orb-weaver
1862,c:\temp\\spiders\train\Spiny-backed Orb-weaver\135.jpg,Spiny-backed Orb-weaver
1863,c:\temp\\spiders\train\Spiny-backed Orb-weaver\136.jpg,Spiny-backed Orb-weaver
1864,c:\temp\\spiders\train\Spiny-backed Orb-weaver\137.jpg,Spiny-backed Orb-weaver
1865,c:\temp\\spiders\train\Spiny-backed Orb-weaver\138.jpg,Spiny-backed Orb-weaver
1866,c:\temp\\spiders\train\Spiny-backed Orb-weaver\139.jpg,Spiny-backed Orb-weaver
1867,c:\temp\\spiders\train\Spiny-backed Orb-weaver\140.jpg,Spiny-backed Orb-weaver
1868,c:\temp\\spiders\train\Spiny-backed Orb-weaver\141.jpg,Spiny-backed Orb-weaver
1869,c:\temp\\spiders\train\Spiny-backed Orb-weaver\142.jpg,Spiny-backed Orb-weaver
1870,c:\temp\\spiders\train\Spiny-backed Orb-weaver\143.jpg,Spiny-backed Orb-weaver
1871,c:\temp\\spiders\train\Spiny-backed Orb-weaver\144.jpg,Spiny-backed Orb-weaver
1872,c:\temp\\spiders\train\Spiny-backed Orb-weaver\145.jpg,Spiny-backed Orb-weaver
1873,c:\temp\\spiders\train\Spiny-backed Orb-weaver\146.jpg,Spiny-backed Orb-weaver
1874,c:\temp\\spiders\train\Spiny-backed Orb-weaver\147.jpg,Spiny-backed Orb-weaver
1875,c:\temp\\spiders\train\Spiny-backed Orb-weaver\148.jpg,Spiny-backed Orb-weaver
1876,c:\temp\\spiders\train\Spiny-backed Orb-weaver\149.jpg,Spiny-backed Orb-weaver
1877,c:\temp\\spiders\train\Spiny-backed Orb-weaver\150.jpg,Spiny-backed Orb-weaver
1878,c:\temp\\spiders\train\Spiny-backed Orb-weaver\151.jpg,Spiny-backed Orb-weaver
1879,c:\temp\\spiders\train\Spiny-backed Orb-weaver\152.jpg,Spiny-backed Orb-weaver
1880,c:\temp\\spiders\train\Spiny-backed Orb-weaver\153.jpg,Spiny-backed Orb-weaver
1881,c:\temp\\spiders\train\Spiny-backed Orb-weaver\154.jpg,Spiny-backed Orb-weaver
1882,c:\temp\\spiders\train\White Kneed Tarantula\001.jpg,White Kneed Tarantula
1883,c:\temp\\spiders\train\White Kneed Tarantula\002.jpg,White Kneed Tarantula
1884,c:\temp\\spiders\train\White Kneed Tarantula\003.jpg,White Kneed Tarantula
1885,c:\temp\\spiders\train\White Kneed Tarantula\004.jpg,White Kneed Tarantula
1886,c:\temp\\spiders\train\White Kneed Tarantula\005.jpg,White Kneed Tarantula
1887,c:\temp\\spiders\train\White Kneed Tarantula\006.jpg,White Kneed Tarantula
1888,c:\temp\\spiders\train\White Kneed Tarantula\007.jpg,White Kneed Tarantula
1889,c:\temp\\spiders\train\White Kneed Tarantula\008.jpg,White Kneed Tarantula
1890,c:\temp\\spiders\train\White Kneed Tarantula\009.jpg,White Kneed Tarantula
1891,c:\temp\\spiders\train\White Kneed Tarantula\010.jpg,White Kneed Tarantula
1892,c:\temp\\spiders\train\White Kneed Tarantula\011.jpg,White Kneed Tarantula
1893,c:\temp\\spiders\train\White Kneed Tarantula\012.jpg,White Kneed Tarantula
1894,c:\temp\\spiders\train\White Kneed Tarantula\013.jpg,White Kneed Tarantula
1895,c:\temp\\spiders\train\White Kneed Tarantula\014.jpg,White Kneed Tarantula
1896,c:\temp\\spiders\train\White Kneed Tarantula\015.jpg,White Kneed Tarantula
1897,c:\temp\\spiders\train\White Kneed Tarantula\016.jpg,White Kneed Tarantula
1898,c:\temp\\spiders\train\White Kneed Tarantula\017.jpg,White Kneed Tarantula
1899,c:\temp\\spiders\train\White Kneed Tarantula\018.jpg,White Kneed Tarantula
1900,c:\temp\\spiders\train\White Kneed Tarantula\019.jpg,White Kneed Tarantula
1901,c:\temp\\spiders\train\White Kneed Tarantula\020.jpg,White Kneed Tarantula
1902,c:\temp\\spiders\train\White Kneed Tarantula\021.jpg,White Kneed Tarantula
1903,c:\temp\\spiders\train\White Kneed Tarantula\022.jpg,White Kneed Tarantula
1904,c:\temp\\spiders\train\White Kneed Tarantula\023.jpg,White Kneed Tarantula
1905,c:\temp\\spiders\train\White Kneed Tarantula\024.jpg,White Kneed Tarantula
1906,c:\temp\\spiders\train\White Kneed Tarantula\025.jpg,White Kneed Tarantula
1907,c:\temp\\spiders\train\White Kneed Tarantula\026.jpg,White Kneed Tarantula
1908,c:\temp\\spiders\train\White Kneed Tarantula\027.jpg,White Kneed Tarantula
1909,c:\temp\\spiders\train\White Kneed Tarantula\028.jpg,White Kneed Tarantula
1910,c:\temp\\spiders\train\White Kneed Tarantula\029.jpg,White Kneed Tarantula
1911,c:\temp\\spiders\train\White Kneed Tarantula\030.jpg,White Kneed Tarantula
1912,c:\temp\\spiders\train\White Kneed Tarantula\031.jpg,White Kneed Tarantula
1913,c:\temp\\spiders\train\White Kneed Tarantula\032.jpg,White Kneed Tarantula
1914,c:\temp\\spiders\train\White Kneed Tarantula\033.jpg,White Kneed Tarantula
1915,c:\temp\\spiders\train\White Kneed Tarantula\034.jpg,White Kneed Tarantula
1916,c:\temp\\spiders\train\White Kneed Tarantula\035.jpg,White Kneed Tarantula
1917,c:\temp\\spiders\train\White Kneed Tarantula\036.jpg,White Kneed Tarantula
1918,c:\temp\\spiders\train\White Kneed Tarantula\037.jpg,White Kneed Tarantula
1919,c:\temp\\spiders\train\White Kneed Tarantula\038.jpg,White Kneed Tarantula
1920,c:\temp\\spiders\train\White Kneed Tarantula\039.jpg,White Kneed Tarantula
1921,c:\temp\\spiders\train\White Kneed Tarantula\040.jpg,White Kneed Tarantula
1922,c:\temp\\spiders\train\White Kneed Tarantula\041.jpg,White Kneed Tarantula
1923,c:\temp\\spiders\train\White Kneed Tarantula\042.jpg,White Kneed Tarantula
1924,c:\temp\\spiders\train\White Kneed Tarantula\043.jpg,White Kneed Tarantula
1925,c:\temp\\spiders\train\White Kneed Tarantula\044.jpg,White Kneed Tarantula
1926,c:\temp\\spiders\train\White Kneed Tarantula\045.jpg,White Kneed Tarantula
1927,c:\temp\\spiders\train\White Kneed Tarantula\046.jpg,White Kneed Tarantula
1928,c:\temp\\spiders\train\White Kneed Tarantula\047.jpg,White Kneed Tarantula
1929,c:\temp\\spiders\train\White Kneed Tarantula\048.jpg,White Kneed Tarantula
1930,c:\temp\\spiders\train\White Kneed Tarantula\049.jpg,White Kneed Tarantula
1931,c:\temp\\spiders\train\White Kneed Tarantula\050.jpg,White Kneed Tarantula
1932,c:\temp\\spiders\train\White Kneed Tarantula\051.jpg,White Kneed Tarantula
1933,c:\temp\\spiders\train\White Kneed Tarantula\052.jpg,White Kneed Tarantula
1934,c:\temp\\spiders\train\White Kneed Tarantula\053.jpg,White Kneed Tarantula
1935,c:\temp\\spiders\train\White Kneed Tarantula\054.jpg,White Kneed Tarantula
1936,c:\temp\\spiders\train\White Kneed Tarantula\055.jpg,White Kneed Tarantula
1937,c:\temp\\spiders\train\White Kneed Tarantula\056.jpg,White Kneed Tarantula
1938,c:\temp\\spiders\train\White Kneed Tarantula\057.jpg,White Kneed Tarantula
1939,c:\temp\\spiders\train\White Kneed Tarantula\058.jpg,White Kneed Tarantula
1940,c:\temp\\spiders\train\White Kneed Tarantula\059.jpg,White Kneed Tarantula
1941,c:\temp\\spiders\train\White Kneed Tarantula\060.jpg,White Kneed Tarantula
1942,c:\temp\\spiders\train\White Kneed Tarantula\061.jpg,White Kneed Tarantula
1943,c:\temp\\spiders\train\White Kneed Tarantula\062.jpg,White Kneed Tarantula
1944,c:\temp\\spiders\train\White Kneed Tarantula\063.jpg,White Kneed Tarantula
1945,c:\temp\\spiders\train\White Kneed Tarantula\064.jpg,White Kneed Tarantula
1946,c:\temp\\spiders\train\White Kneed Tarantula\065.jpg,White Kneed Tarantula
1947,c:\temp\\spiders\train\White Kneed Tarantula\066.jpg,White Kneed Tarantula
1948,c:\temp\\spiders\train\White Kneed Tarantula\067.jpg,White Kneed Tarantula
1949,c:\temp\\spiders\train\White Kneed Tarantula\068.jpg,White Kneed Tarantula
1950,c:\temp\\spiders\train\White Kneed Tarantula\069.jpg,White Kneed Tarantula
1951,c:\temp\\spiders\train\White Kneed Tarantula\070.jpg,White Kneed Tarantula
1952,c:\temp\\spiders\train\White Kneed Tarantula\071.jpg,White Kneed Tarantula
1953,c:\temp\\spiders\train\White Kneed Tarantula\072.jpg,White Kneed Tarantula
1954,c:\temp\\spiders\train\White Kneed Tarantula\073.jpg,White Kneed Tarantula
1955,c:\temp\\spiders\train\White Kneed Tarantula\074.jpg,White Kneed Tarantula
1956,c:\temp\\spiders\train\White Kneed Tarantula\075.jpg,White Kneed Tarantula
1957,c:\temp\\spiders\train\White Kneed Tarantula\076.jpg,White Kneed Tarantula
1958,c:\temp\\spiders\train\White Kneed Tarantula\077.jpg,White Kneed Tarantula
1959,c:\temp\\spiders\train\White Kneed Tarantula\078.jpg,White Kneed Tarantula
1960,c:\temp\\spiders\train\White Kneed Tarantula\079.jpg,White Kneed Tarantula
1961,c:\temp\\spiders\train\White Kneed Tarantula\080.jpg,White Kneed Tarantula
1962,c:\temp\\spiders\train\White Kneed Tarantula\081.jpg,White Kneed Tarantula
1963,c:\temp\\spiders\train\White Kneed Tarantula\082.jpg,White Kneed Tarantula
1964,c:\temp\\spiders\train\White Kneed Tarantula\083.jpg,White Kneed Tarantula
1965,c:\temp\\spiders\train\White Kneed Tarantula\084.jpg,White Kneed Tarantula
1966,c:\temp\\spiders\train\White Kneed Tarantula\085.jpg,White Kneed Tarantula
1967,c:\temp\\spiders\train\White Kneed Tarantula\086.jpg,White Kneed Tarantula
1968,c:\temp\\spiders\train\White Kneed Tarantula\087.jpg,White Kneed Tarantula
1969,c:\temp\\spiders\train\White Kneed Tarantula\088.jpg,White Kneed Tarantula
1970,c:\temp\\spiders\train\White Kneed Tarantula\089.jpg,White Kneed Tarantula
1971,c:\temp\\spiders\train\White Kneed Tarantula\090.jpg,White Kneed Tarantula
1972,c:\temp\\spiders\train\White Kneed Tarantula\091.jpg,White Kneed Tarantula
1973,c:\temp\\spiders\train\White Kneed Tarantula\092.jpg,White Kneed Tarantula
1974,c:\temp\\spiders\train\White Kneed Tarantula\093.jpg,White Kneed Tarantula
1975,c:\temp\\spiders\train\White Kneed Tarantula\094.jpg,White Kneed Tarantula
1976,c:\temp\\spiders\train\White Kneed Tarantula\095.jpg,White Kneed Tarantula
1977,c:\temp\\spiders\train\White Kneed Tarantula\096.jpg,White Kneed Tarantula
1978,c:\temp\\spiders\train\White Kneed Tarantula\097.jpg,White Kneed Tarantula
1979,c:\temp\\spiders\train\White Kneed Tarantula\098.jpg,White Kneed Tarantula
1980,c:\temp\\spiders\train\White Kneed Tarantula\099.jpg,White Kneed Tarantula
1981,c:\temp\\spiders\train\White Kneed Tarantula\100.jpg,White Kneed Tarantula
1982,c:\temp\\spiders\train\White Kneed Tarantula\101.jpg,White Kneed Tarantula
1983,c:\temp\\spiders\train\White Kneed Tarantula\102.jpg,White Kneed Tarantula
1984,c:\temp\\spiders\train\White Kneed Tarantula\103.jpg,White Kneed Tarantula
1985,c:\temp\\spiders\train\White Kneed Tarantula\104.jpg,White Kneed Tarantula
1986,c:\temp\\spiders\train\White Kneed Tarantula\105.jpg,White Kneed Tarantula
1987,c:\temp\\spiders\train\White Kneed Tarantula\106.jpg,White Kneed Tarantula
1988,c:\temp\\spiders\train\White Kneed Tarantula\107.jpg,White Kneed Tarantula
1989,c:\temp\\spiders\train\White Kneed Tarantula\108.jpg,White Kneed Tarantula
1990,c:\temp\\spiders\train\White Kneed Tarantula\109.jpg,White Kneed Tarantula
1991,c:\temp\\spiders\train\White Kneed Tarantula\110.jpg,White Kneed Tarantula
1992,c:\temp\\spiders\train\White Kneed Tarantula\111.jpg,White Kneed Tarantula
1993,c:\temp\\spiders\train\White Kneed Tarantula\112.jpg,White Kneed Tarantula
1994,c:\temp\\spiders\train\White Kneed Tarantula\113.jpg,White Kneed Tarantula
1995,c:\temp\\spiders\train\White Kneed Tarantula\114.jpg,White Kneed Tarantula
1996,c:\temp\\spiders\train\White Kneed Tarantula\115.jpg,White Kneed Tarantula
1997,c:\temp\\spiders\train\White Kneed Tarantula\116.jpg,White Kneed Tarantula
1998,c:\temp\\spiders\train\White Kneed Tarantula\117.jpg,White Kneed Tarantula
1999,c:\temp\\spiders\train\White Kneed Tarantula\118.jpg,White Kneed Tarantula
2000,c:\temp\\spiders\train\White Kneed Tarantula\119.jpg,White Kneed Tarantula
2001,c:\temp\\spiders\train\White Kneed Tarantula\120.jpg,White Kneed Tarantula
2002,c:\temp\\spiders\train\White Kneed Tarantula\121.jpg,White Kneed Tarantula
2003,c:\temp\\spiders\train\White Kneed Tarantula\122.jpg,White Kneed Tarantula
2004,c:\temp\\spiders\train\White Kneed Tarantula\123.jpg,White Kneed Tarantula
2005,c:\temp\\spiders\train\White Kneed Tarantula\124.jpg,White Kneed Tarantula
2006,c:\temp\\spiders\train\White Kneed Tarantula\125.jpg,White Kneed Tarantula
2007,c:\temp\\spiders\train\White Kneed Tarantula\126.jpg,White Kneed Tarantula
2008,c:\temp\\spiders\train\Yellow Garden Spider\001.jpg,Yellow Garden Spider
2009,c:\temp\\spiders\train\Yellow Garden Spider\002.jpg,Yellow Garden Spider
2010,c:\temp\\spiders\train\Yellow Garden Spider\003.jpg,Yellow Garden Spider
2011,c:\temp\\spiders\train\Yellow Garden Spider\004.jpg,Yellow Garden Spider
2012,c:\temp\\spiders\train\Yellow Garden Spider\005.jpg,Yellow Garden Spider
2013,c:\temp\\spiders\train\Yellow Garden Spider\006.jpg,Yellow Garden Spider
2014,c:\temp\\spiders\train\Yellow Garden Spider\007.jpg,Yellow Garden Spider
2015,c:\temp\\spiders\train\Yellow Garden Spider\008.jpg,Yellow Garden Spider
2016,c:\temp\\spiders\train\Yellow Garden Spider\009.jpg,Yellow Garden Spider
2017,c:\temp\\spiders\train\Yellow Garden Spider\010.jpg,Yellow Garden Spider
2018,c:\temp\\spiders\train\Yellow Garden Spider\011.jpg,Yellow Garden Spider
2019,c:\temp\\spiders\train\Yellow Garden Spider\012.jpg,Yellow Garden Spider
2020,c:\temp\\spiders\train\Yellow Garden Spider\013.jpg,Yellow Garden Spider
2021,c:\temp\\spiders\train\Yellow Garden Spider\014.jpg,Yellow Garden Spider
2022,c:\temp\\spiders\train\Yellow Garden Spider\015.jpg,Yellow Garden Spider
2023,c:\temp\\spiders\train\Yellow Garden Spider\016.jpg,Yellow Garden Spider
2024,c:\temp\\spiders\train\Yellow Garden Spider\017.jpg,Yellow Garden Spider
2025,c:\temp\\spiders\train\Yellow Garden Spider\018.jpg,Yellow Garden Spider
2026,c:\temp\\spiders\train\Yellow Garden Spider\019.jpg,Yellow Garden Spider
2027,c:\temp\\spiders\train\Yellow Garden Spider\020.jpg,Yellow Garden Spider
2028,c:\temp\\spiders\train\Yellow Garden Spider\021.jpg,Yellow Garden Spider
2029,c:\temp\\spiders\train\Yellow Garden Spider\022.jpg,Yellow Garden Spider
2030,c:\temp\\spiders\train\Yellow Garden Spider\023.jpg,Yellow Garden Spider
2031,c:\temp\\spiders\train\Yellow Garden Spider\024.jpg,Yellow Garden Spider
2032,c:\temp\\spiders\train\Yellow Garden Spider\025.jpg,Yellow Garden Spider
